event_id,user_id,session_id,device_type,geo_city,event_timestamp
acbbf42d-1fbf-4667-8512-94bfbcfa01c1,user_11,s_628,mobile,,2026-03-04 10:37:48.930822
74259df2-00e7-4f15-8000-4502e17fab38,user_13,s_958,desktop,Berlin,2026-03-07 13:09:52.930822
286b95c6-3e08-43e6-900e-9f7f632de478,user_57,s_945,desktop,London,2026-02-17 11:17:46.930822
ad461fd2-eb9c-4749-9fec-a46575b093b5,user_36,s_453,desktop,Tokyo,2026-02-23 22:20:25.930822
d32bbf38-3ec1-4406-9347-e6b452551603,user_186,s_753,mobile,New York,2026-03-02 06:03:23.930822
658c77fc-d7f2-4a10-88c8-515bf7db0565,user_194,s_451,mobile,New York,2026-03-10 05:22:33.930822
e03841ba-cb8b-4a3a-9e15-2b8140c21448,user_105,s_233,desktop,Tokyo,2026-03-14 07:47:29.930822
6e82c857-6cc5-4a36-962a-faa218140b17,user_48,s_269,desktop,,2026-02-21 13:32:02.930822
a080bb50-fd2e-41ef-a281-951e837bcefc,user_139,s_360,mobile,Berlin,2026-02-14 12:53:02.930822
31fd5ca7-555e-44b5-b3d1-2ad7017956d0,user_165,s_356,tablet,Tokyo,2026-02-28 15:24:14.930822
a354af0b-468d-4d76-814c-90e38c272ec2,user_101,s_337,mobile,New York,2026-02-17 12:54:06.930822
7ac7dc4f-0e42-463d-a836-822618279ec3,user_82,s_745,desktop,,2026-02-19 23:12:13.930822
c23b05db-0ba9-4427-9b90-386568905081,user_93,s_277,tablet,New York,2026-03-05 01:20:19.930822
e33a01a5-2293-46ab-a3fe-ba70a99302d0,user_154,s_586,mobile,Tokyo,2026-02-26 00:51:43.930822
688cdd79-7c32-436b-987f-1231bd72f357,user_110,s_179,desktop,Tokyo,2026-03-01 14:36:06.930822
3c5725ac-6233-4dec-84c2-03167c3fcac4,user_148,s_184,desktop,Berlin,2026-03-02 13:24:22.930822
2eb1ba1b-c880-4a7b-8a13-ef33b92a723f,user_69,s_928,tablet,Tokyo,2026-03-06 15:17:02.930822
d1ff0545-022d-4b9e-8361-acc76c2ef4d4,user_45,s_448,mobile,London,2026-02-19 19:33:17.930822
c7ca49f9-f0e9-4580-a0ea-4587fb310fcb,user_89,s_100,desktop,New York,2026-03-06 06:30:48.930822
652e73ab-4f22-4d86-ba60-ea2de5caccd4,user_169,s_493,mobile,London,2026-03-12 23:42:29.930822
c9cb532b-00aa-487b-ac94-7175b981d766,user_105,s_605,desktop,,2026-02-27 05:07:40.930822
ca4072da-eae0-4fe5-a902-c958019391bd,user_4,s_162,desktop,London,2026-03-02 10:43:48.930822
953ff284-6d3f-450e-a66c-835104f470e8,user_101,s_642,tablet,Berlin,2026-02-20 08:26:07.930822
337b278a-64b0-4f72-b59a-a6fa428f3bff,user_153,s_611,mobile,Berlin,2026-03-06 12:00:42.930822
3c38d254-e0f6-43bb-bb0d-f05955d92a15,user_45,s_935,mobile,,2026-03-02 06:57:49.930822
014a8da3-1676-46f6-a4a5-128857028dbb,user_115,s_541,desktop,New York,2026-02-28 13:54:33.930822
ceda2e3e-5153-4ee0-9ba9-fa36af260f34,user_34,s_925,mobile,London,2026-03-05 09:54:58.930822
daf42adb-1710-4610-9331-ca59a3d211ad,user_34,s_76,mobile,Tokyo,2026-02-26 00:20:59.930822
037535be-d01d-46d3-a2b7-3cfe0d408fe2,user_181,s_672,desktop,New York,2026-03-15 04:56:24.930822
991d8910-a955-45cb-b191-80a4587bf8fc,user_161,s_418,mobile,Berlin,2026-03-13 04:03:08.930822
d6181e09-4439-43f1-a6c3-a9e28d3506ce,user_17,s_715,desktop,Berlin,2026-03-01 09:17:36.930822
a94e1074-9495-4826-a699-2acfca9b9514,user_32,s_302,desktop,New York,2026-02-20 01:03:36.930822
39c9a4f6-bcb9-4baf-9e2d-19a1994da95a,user_69,s_6,tablet,New York,2026-02-19 17:17:48.930822
9a141c6e-4ab3-40c0-9563-113d861dc226,user_89,s_585,desktop,Berlin,2026-03-13 22:10:49.930822
96c74310-8148-4314-a1a7-6abac120d02c,user_63,s_819,desktop,Tokyo,2026-02-15 07:57:33.930822
81b9ce2f-15d9-4ab7-9b45-a052513b17ea,user_95,s_208,desktop,Berlin,2026-02-15 18:21:51.930822
eedaa767-8408-43d3-abf9-94ea739e8dc0,user_194,s_910,desktop,London,2026-03-09 15:05:53.930822
531d03a0-ba83-43e0-ba65-768366e50cbb,user_147,s_300,tablet,Berlin,2026-02-27 12:37:26.930822
f0177a86-0f62-4fc3-a1a6-83ff730594c0,user_126,s_633,tablet,,2026-02-18 01:02:00.930822
b1b43e49-5a5a-44e3-8135-c2bb9fe9ecb0,user_101,s_577,tablet,New York,2026-02-20 15:30:33.930822
7148b793-8f1a-450b-acc7-8a908c9998e4,user_28,s_202,desktop,,2026-02-16 07:02:24.930822
6fdba915-4688-4b80-8a01-21335bc56d81,user_165,s_405,desktop,New York,2026-02-17 00:24:15.930822
1deb915a-b638-4ac6-b1b9-a3a119892cd6,user_122,s_842,desktop,Tokyo,2026-02-23 00:27:45.930822
2007ba12-7da8-49cd-9007-76611da0a378,user_65,s_654,desktop,London,2026-02-27 20:48:22.930822
c61ba831-d770-4ee1-afc7-78e98c86abc2,user_178,s_786,mobile,,2026-03-08 08:29:38.930822
69f491aa-4c98-4d7a-b5d1-99fd10f5c9a2,user_126,s_724,desktop,London,2026-03-13 08:36:31.930822
4eb4aa5f-9843-4bf5-96ce-602461a0c514,user_78,s_400,tablet,,2026-02-24 04:39:17.930822
3fa4b246-3202-4274-8fa6-b86919214b10,user_194,s_661,mobile,,2026-03-14 02:14:51.930822
ba4fa758-dfdd-49ea-9788-338aefc3cad2,user_102,s_468,tablet,Tokyo,2026-02-18 22:17:49.930822
2db0e2cd-d721-4c6e-ba7d-a3dfc5b8e551,user_198,s_263,mobile,London,2026-02-14 11:42:16.930822
335944e2-7629-45df-9e8c-973f80a72f69,user_70,s_748,desktop,Berlin,2026-03-11 17:37:17.930822
2ab33972-4c9a-454c-8aab-a5007d086a30,user_84,s_53,desktop,,2026-03-09 11:37:14.930822
08e28cd0-4b7a-4137-bea6-7931936ffa01,user_79,s_902,mobile,Berlin,2026-03-15 03:15:45.930822
11ab2053-d76f-4680-be80-92cdc4203608,user_152,s_917,mobile,,2026-03-02 12:15:44.930822
e54f9feb-b1df-4c5b-ac3d-0ff689464cd2,user_12,s_157,desktop,Tokyo,2026-02-14 17:27:57.930822
8c5759ab-9d4c-410f-a652-f0e1639c165a,user_21,s_776,tablet,Tokyo,2026-02-20 11:44:01.930822
63bd19ec-f8a8-4f1a-94a5-cba094e479a6,user_90,s_182,mobile,London,2026-02-26 12:10:21.930822
08c51229-6e33-44b6-be43-8d275f884ab9,user_129,s_918,tablet,New York,2026-02-20 18:33:20.930822
5a9c715a-7983-4ce3-b19a-54ec777d651c,user_39,s_431,tablet,London,2026-02-16 23:53:16.930822
7b30962d-85c2-43ea-a837-60e9e745f9d5,user_26,s_440,mobile,New York,2026-02-25 20:09:59.930822
1a64bbee-9f8f-4c68-9940-d8fe5d8015af,user_111,s_448,desktop,Berlin,2026-02-27 23:45:03.930822
240a8ae9-4ae9-4684-a4a9-0a35a01b6dcf,user_2,s_519,tablet,New York,2026-02-14 09:41:17.930822
aad779d6-6e5c-4805-8062-d88f6a214cb3,user_36,s_254,mobile,Tokyo,2026-02-24 11:17:10.930822
d58d5909-a8d8-4f1b-9a27-f4c3e43a111e,user_64,s_366,desktop,,2026-03-09 09:28:34.930822
40329991-2f60-4261-9dc1-4d935f77025c,user_151,s_228,tablet,London,2026-03-12 23:52:00.930822
a9b326df-1da7-4399-b8ea-4fa0d1160a6c,user_49,s_934,mobile,,2026-02-16 10:22:01.930822
ef9ae481-e710-4bbc-899d-4ea34b87a021,user_65,s_241,mobile,,2026-02-22 12:34:24.930822
78886a21-c049-4a7a-84da-38c441717459,user_104,s_621,tablet,,2026-02-18 07:07:36.930822
df6c2f98-52c8-4123-b5fa-4fad7d9eb9fa,user_125,s_859,tablet,Berlin,2026-02-21 06:14:57.930822
8a6a5155-e76e-4f3d-bd1b-230bf58435b1,user_167,s_928,mobile,New York,2026-02-24 01:36:59.930822
00fac153-b619-47e3-916f-13166a58516b,user_124,s_590,tablet,London,2026-03-06 12:27:17.930822
a7e8a5c3-07ce-4a49-a509-7668ba23e4ba,user_33,s_309,desktop,London,2026-03-13 16:35:56.930822
41ad549b-b0cc-4793-9756-cb990883061a,user_53,s_116,mobile,London,2026-03-05 03:35:17.930822
aefa0a7e-dab9-453e-8c06-5303efb44d75,user_63,s_639,mobile,Berlin,2026-02-28 08:55:59.930822
66a218c6-0ee2-46a7-a3f4-0955a807867e,user_63,s_437,tablet,London,2026-03-08 08:21:47.930822
bf45e194-ea2a-4bbc-a7b4-c54956a8271f,user_64,s_365,desktop,Tokyo,2026-03-08 14:13:27.930822
24d5b134-c42a-405c-9d63-62c8657e523d,user_60,s_891,tablet,Berlin,2026-02-17 05:36:17.930822
393d22df-cbc3-4b87-a735-45d58b47cc3b,user_4,s_408,desktop,Tokyo,2026-03-11 20:01:38.930822
0ffd56ab-4c69-4ce9-8de9-4dfdd9f77cee,user_183,s_118,desktop,,2026-03-07 13:58:44.930822
65a07729-8d74-48e7-9f9e-67eefef826d0,user_98,s_550,tablet,Tokyo,2026-03-12 22:39:45.930822
7effb420-221c-4ff1-a230-58685ab76240,user_13,s_235,tablet,New York,2026-02-15 15:45:04.930822
0bc0a9f2-c1ab-4666-87b3-6c7ed5157ff1,user_173,s_259,desktop,New York,2026-03-08 08:39:55.930822
c4b83930-1f4f-43e6-bdfe-c590b669caaa,user_3,s_984,desktop,London,2026-02-15 00:01:54.930822
dcf42e33-71e7-48af-b84c-aac1a14274f3,user_38,s_926,desktop,London,2026-02-25 20:14:56.930822
36bdadef-27f1-4fa0-b870-dcc49da98689,user_39,s_735,tablet,New York,2026-03-08 22:36:10.930822
3e17bd14-9078-434d-a300-a73667588821,user_164,s_80,desktop,Berlin,2026-02-21 13:03:14.930822
e6efbdac-0852-44f4-a657-c05fe6a39305,user_90,s_617,desktop,London,2026-02-28 12:25:18.930822
3e42265c-193b-4b3c-9645-c257560e9cbd,user_48,s_964,mobile,New York,2026-03-15 09:09:51.930822
d87af486-3f76-4973-b20a-b2e5bbfed549,user_62,s_865,desktop,London,2026-02-27 18:45:16.930822
7e048698-1155-4156-a5c1-4806a6a349b6,user_144,s_378,desktop,London,2026-02-20 12:12:40.930822
0f591502-db10-492b-a3d8-1ac0630dd675,user_136,s_251,desktop,Tokyo,2026-02-17 17:48:58.930822
37f533fa-e892-4e65-842d-08ffc73ebf8d,user_61,s_451,desktop,London,2026-02-28 05:43:36.930822
20856d0d-3053-4429-a2fc-a9090b6e160e,user_133,s_859,desktop,Tokyo,2026-02-25 01:28:08.930822
ef935246-41e4-4fdf-88b9-cfbdbfcd899e,user_187,s_293,desktop,Berlin,2026-02-17 01:10:54.930822
7a1d8c59-9fd8-4ad0-bc18-e4969584d4c8,user_150,s_570,mobile,Tokyo,2026-03-02 11:46:33.930822
8e71db29-55c0-4b86-926d-810faa6f699d,user_158,s_134,mobile,New York,2026-02-19 00:13:32.930822
2a86068d-fa0a-4b85-81a0-03d09f7f5858,user_181,s_627,mobile,Tokyo,2026-02-18 18:03:18.930822
8e90f350-a686-4910-9755-6fc8c953a0ca,user_7,s_631,tablet,New York,2026-03-11 06:52:21.930822
3cdc172d-021a-40eb-b042-330492b3239f,user_81,s_479,desktop,Berlin,2026-02-26 11:29:45.930822
4f501bea-05ea-4076-9b25-bc245bb8cc49,user_74,s_343,mobile,,2026-03-01 09:27:41.930822
f0e60cb8-9a39-44a0-afd3-0e19e42672d8,user_5,s_415,desktop,Tokyo,2026-03-13 03:18:09.930822
c987bd9f-abf6-496c-abd4-780dfaa45bb1,user_161,s_808,mobile,Tokyo,2026-02-23 08:14:22.930822
778860cd-4fdb-49b7-aa1c-e986c9df4d3d,user_126,s_50,tablet,New York,2026-02-15 07:13:02.930822
3716f47a-aba2-416e-8e44-db64efb110dc,user_143,s_249,desktop,London,2026-02-15 19:28:35.930822
626165c8-07a6-4df0-9136-8bf358fd95a8,user_25,s_941,desktop,New York,2026-02-23 15:44:29.930822
6e6ec011-a51f-412f-b0ae-cd4cb235757c,user_157,s_963,desktop,Berlin,2026-03-10 09:11:08.930822
7d481de4-edfc-4f6e-bf1f-121829acf823,user_95,s_523,mobile,Berlin,2026-03-13 13:13:20.930822
d99530a5-0cc3-4dd0-87a5-97595bfc6e85,user_18,s_961,mobile,,2026-03-14 01:39:41.930822
ae67000d-1ca5-4af5-b9aa-a5ac0d2381cf,user_46,s_793,desktop,Tokyo,2026-02-23 10:26:37.930822
51b43066-9232-4a52-98a5-974b0cf51f88,user_104,s_710,desktop,Tokyo,2026-03-04 11:56:37.930822
9d35a705-4504-42d9-93fe-88ffd9cf1604,user_141,s_657,mobile,New York,2026-03-06 19:39:53.930822
87ae672d-bd27-461a-8cb2-ab0388e84d6c,user_53,s_316,mobile,London,2026-02-22 20:25:07.930822
f1f472c8-4031-4d3d-8989-4a8daa58b6ce,user_58,s_192,tablet,New York,2026-03-14 13:40:45.930822
8f065776-be43-4a2a-b052-819635e7a7b9,user_176,s_345,desktop,Berlin,2026-03-01 05:43:34.930822
190150b5-efa3-4141-8049-bfc8d89e6415,user_120,s_132,desktop,Berlin,2026-03-02 21:19:16.930822
3266fb37-ca55-4110-aa79-9befbc4095bb,user_191,s_550,desktop,,2026-03-09 03:46:39.930822
903a570b-f3ee-4b8a-bc16-a2c57c1df700,user_132,s_455,desktop,Berlin,2026-03-06 10:05:00.930822
61873a26-7acc-4526-b238-33ce31b303f5,user_174,s_460,desktop,,2026-03-07 19:36:51.930822
a6962b72-d1cc-4a4e-b482-0f2450b446a1,user_146,s_261,tablet,London,2026-03-07 23:29:05.930822
2e0b9507-b8fa-44e0-b72f-1998174afec9,user_42,s_593,tablet,New York,2026-02-22 10:17:36.930822
cd268230-4867-4b7b-91d3-6acabac3b622,user_150,s_872,desktop,Tokyo,2026-02-25 02:25:54.930822
ad50c5e2-51fd-4f20-85fe-a3554bb2e266,user_179,s_750,tablet,Berlin,2026-02-19 00:45:25.930822
b092cbfe-9722-45a9-a9ae-04e516bb3117,user_14,s_918,tablet,New York,2026-02-20 01:22:43.930822
47e7c938-3f59-4558-a252-42f3895c6a40,user_43,s_921,tablet,Tokyo,2026-02-25 10:08:59.930822
233a9271-e2f5-4e5a-84d0-61d35a902aa8,user_9,s_424,desktop,Tokyo,2026-03-07 18:52:40.930822
bca16bb6-81c5-4351-a53f-1b785be93cd4,user_127,s_931,tablet,Berlin,2026-02-20 01:20:55.930822
e6323294-205f-4527-acf4-0eeecd64efb2,user_70,s_244,mobile,,2026-02-21 01:28:35.930822
f8013b13-5ad6-49e9-8bc5-87d74f5d312a,user_168,s_874,desktop,,2026-03-10 00:05:47.930822
72b956e9-7e9e-4ce1-a7d5-6ea6f9d37a2c,user_101,s_326,desktop,New York,2026-02-24 16:56:38.930822
3fca6c4f-f4c1-4691-8842-e1a52cace97c,user_200,s_22,tablet,London,2026-02-15 03:37:13.930822
31352d30-354e-44a1-9b5e-8751bc834c9f,user_190,s_978,desktop,Tokyo,2026-02-28 17:15:57.930822
2c167b04-6014-462c-86f4-0982489219ed,user_63,s_106,desktop,London,2026-03-05 06:59:24.930822
0a6a6e4d-c42c-4856-8dd4-ed6211ae9c9f,user_172,s_346,desktop,Berlin,2026-03-01 01:33:58.930822
91f6d86c-0521-456f-b07a-30021976a31c,user_195,s_840,tablet,,2026-02-20 11:35:58.930822
87c1fb81-109f-4a67-ab29-d61254d6434f,user_193,s_112,desktop,London,2026-03-08 14:13:04.930822
9e3bd31a-28b6-4305-a742-87f3b063fc71,user_47,s_724,mobile,New York,2026-02-15 13:55:21.930822
98c0344b-39d1-4dbb-9013-f305ff3b26f6,user_133,s_347,desktop,London,2026-03-10 09:41:22.930822
b55dc16a-4642-44ec-be8d-87e052319320,user_10,s_520,mobile,Tokyo,2026-02-15 18:46:50.930822
6837ecca-3664-45db-82dd-43e97680952a,user_119,s_402,desktop,Berlin,2026-02-26 18:05:24.930822
1ad7ebc5-629f-4871-9bcd-46a9938b28ce,user_33,s_493,mobile,Berlin,2026-02-24 06:12:15.930822
13b268e5-c2b7-4084-9440-fc3f994cd530,user_2,s_760,tablet,New York,2026-02-25 19:47:16.930822
60d29bf1-c934-4ea1-a7bc-10318d498e79,user_136,s_501,mobile,Tokyo,2026-03-10 07:28:29.930822
23c33f0b-c670-4a39-8067-13eeae62650f,user_5,s_287,mobile,London,2026-03-04 14:58:23.930822
0fc847ac-8df5-413a-8d5d-716bc21476a0,user_63,s_443,desktop,Berlin,2026-03-02 07:29:30.930822
b0f2e093-b1d5-46b5-8317-56bc738bcfe4,user_166,s_263,tablet,,2026-02-18 16:57:21.930822
d78ff73e-e05b-44a1-829e-aa15ce9c289a,user_66,s_820,tablet,New York,2026-02-27 10:51:32.930822
b25ccee1-09d9-4a4b-87ad-1b89a1e1ffca,user_161,s_536,mobile,Berlin,2026-03-10 01:29:43.930822
b8c861b2-1a0f-4747-bb30-2f3e83c38bd0,user_149,s_530,desktop,New York,2026-02-17 21:46:27.930822
b4445f59-e81e-4bab-8e65-a7352f1deadd,user_68,s_359,mobile,London,2026-02-18 09:29:17.930822
2d5d67e0-8846-40b1-a518-73056d05b838,user_145,s_362,tablet,,2026-02-26 17:03:23.930822
751287e5-d92b-4a30-af06-98daed52ac94,user_144,s_810,desktop,London,2026-03-12 05:25:13.930822
ed831b7a-655d-47a1-8f56-c1a0b7577cca,user_109,s_238,desktop,Tokyo,2026-03-03 17:40:45.930822
caa34a7f-f481-4786-9b8a-169d519ac733,user_120,s_941,tablet,London,2026-03-03 02:50:28.930822
65f46735-40fb-43f4-bd97-d8f94847bcb2,user_78,s_755,mobile,Berlin,2026-02-14 13:04:17.930822
610d36d2-329b-4836-bfe7-327dfbb05e33,user_68,s_511,mobile,Berlin,2026-02-18 00:38:24.930822
241e9215-ae53-4c41-8d00-bd5453e2e2c7,user_65,s_526,mobile,Berlin,2026-03-12 06:55:58.930822
b8a993e5-2bff-4e54-9713-6607237b01ec,user_3,s_455,desktop,London,2026-02-24 05:31:55.930822
b2d9fbbf-cfd6-4154-be1b-0efedfcc139f,user_93,s_945,desktop,Berlin,2026-02-27 04:33:45.930822
196efe55-bbab-425a-a77b-bc10c2967221,user_65,s_321,tablet,Tokyo,2026-02-25 23:37:37.930822
fa79d5fd-6c8f-4b25-bfcd-9da23317f6b2,user_72,s_934,mobile,Berlin,2026-02-28 20:01:46.930822
a0bc10b8-15d4-4278-8131-c4b0bea7459c,user_59,s_673,mobile,Berlin,2026-03-08 13:39:51.930822
beffb6ea-a510-4d5e-b936-0032deb475ac,user_8,s_848,mobile,New York,2026-02-13 17:51:49.930822
80489ae9-44f6-4313-9f16-86d5abd03a8c,user_79,s_321,desktop,New York,2026-03-02 23:55:33.930822
f4c40b47-ad48-44db-af34-4310133c0132,user_107,s_821,mobile,Berlin,2026-03-11 06:25:18.930822
8828daf3-472c-48a6-a8fd-f01eddc97277,user_165,s_898,mobile,London,2026-02-24 11:20:14.930822
1dd33e6d-44b4-448d-9d30-03bb043976b9,user_128,s_557,mobile,Berlin,2026-03-04 20:12:26.930822
000b0dbe-5ac9-407d-91f8-55240ce69cba,user_59,s_962,desktop,London,2026-03-14 19:12:26.930822
28d7324d-ead0-4214-976a-cc20a3da36c9,user_41,s_793,mobile,London,2026-02-14 02:34:09.930822
11524c53-b332-427f-81ed-2ef02af542dc,user_175,s_197,tablet,London,2026-02-15 10:44:46.930822
ec2c8165-7dd8-484a-9aa7-42d3d0ac92bd,user_136,s_369,tablet,Berlin,2026-03-12 08:41:57.930822
e291e8d8-1c95-444b-9e31-233c125a3d0b,user_26,s_12,tablet,London,2026-03-06 21:15:24.930822
2d7866a4-9111-4e67-a092-7af13aeebc8e,user_139,s_214,tablet,New York,2026-02-28 02:55:42.930822
81ab6a18-59c0-42b9-8d26-42f2ce9b896a,user_166,s_345,mobile,,2026-02-20 10:59:41.930822
dcec4bde-04da-4e3c-9fcd-804f82d2ccc4,user_64,s_525,desktop,Berlin,2026-02-23 22:20:01.930822
948c40d6-73d1-43b7-b1f0-37fc20fdf8cc,user_42,s_68,tablet,Berlin,2026-02-27 03:47:35.930822
011c06cd-971b-4f6a-8a23-aa4df605305d,user_65,s_800,desktop,New York,2026-03-14 21:39:06.930822
804728ed-d591-41f8-b1fc-cc15eae4f84b,user_105,s_172,mobile,New York,2026-03-07 23:12:59.930822
22ccd0c7-5ff5-4dec-9349-11323783f51c,user_32,s_476,desktop,Berlin,2026-02-19 00:26:18.930822
9a902ea6-26e0-4277-ac4e-91176a7f27ab,user_94,s_445,desktop,Tokyo,2026-03-04 10:44:31.930822
2e07ca39-2c28-4b92-81fa-0e3add7de5ec,user_103,s_324,desktop,Berlin,2026-03-05 01:54:45.930822
5b0dc88c-b602-470b-b487-b050c114daa6,user_26,s_993,tablet,,2026-02-18 08:26:07.930822
6b4988bd-1239-4e70-9292-bc8332136e9c,user_93,s_285,tablet,,2026-02-22 00:13:45.930822
